H4SP3M	On the days that you don't have to get up at a certain time, what time do you usually wake up? [Minute]
H4SP3T	On the days that you don't have to get up at a certain time, what time do you usually wake up? [am/pm]
H4SP4H	On those days, what time do you usually go to sleep the night or day before? [Hour]
H4SP4M	On those days, what time do you usually go to sleep the night or day before? [Minute]
H4SP4T	On those days, what time do you usually go to sleep the night or day before? [am/pm]
H4SP5	How often did you have trouble falling asleep?
H4SP6	How often did you have trouble staying asleep throughout the night? For example, you woke up several times at night or woke up earlier
H4SP7	Based on what you have noticed or what others have told you, are there times when you snore or you stop breathing during your sleep?
H4HR1	Where do you live now? That is, where do you stay most often?
H4HR2	What kind of group quarters are you living in?
H4HR3	Do you live alone or with others?
H4HR4	How many people live with you? Don't count yourself. If someone usually lives with you but is away temporarily include him or her.
H4HR5A	Is {INITIALS} male or female?*
H4HR6A	How old is {INITIALS}? {Allow 0-120}*
H4HR7A	About how old is {INITIALS}? {Allow 0-120}*
H4HR8A	What is {INITIAL'S} relationship to you?*
H4HR9A	Which description best fits {INITIAL}'s relationship to you?*
H4HR5B	Is {INITIALS} male or female?*
H4HR6B	How old is {INITIALS}? {Allow 0-120}*
H4HR7B	About how old is {INITIALS}? {Allow 0-120}*
H4HR8B	What is {INITIAL'S} relationship to you?*
H4HR9B	Which description best fits {INITIAL}'s relationship to you?*
H4HR5C	Is {INITIALS} male or female?*
H4HR6C	How old is {INITIALS}? {Allow 0-120}*
H4HR7C	About how old is {INITIALS}? {Allow 0-120}*
H4HR8C	What is {INITIAL'S} relationship to you?*
H4HR9C	Which description best fits {INITIAL}'s relationship to you?*
H4HR5D	Is {INITIALS} male or female?*
H4HR6D	How old is {INITIALS}? {Allow 0-120}*
H4HR7D	About how old is {INITIALS}? {Allow 0-120}*
H4HR8D	What is {INITIAL'S} relationship to you?*
H4HR9D	Which description best fits {INITIAL}'s relationship to you?*
H4HR5E	Is {INITIALS} male or female?*
H4HR6E	How old is {INITIALS}? {Allow 0-120}*
H4HR7E	About how old is {INITIALS}? {Allow 0-120}*
H4HR8E	What is {INITIAL'S} relationship to you?*
H4HR9E	Which description best fits {INITIAL}'s relationship to you?*
H4HR5F	Is {INITIALS} male or female?*
H4HR6F	How old is {INITIALS}? {Allow 0-120}*
H4HR7F	About how old is {INITIALS}? {Allow 0-120}*
H4HR8F	What is {INITIAL'S} relationship to you?*
H4HR9F	Which description best fits {INITIAL}'s relationship to you?*
H4HR5G	Is {INITIALS} male or female?*
H4HR6G	How old is {INITIALS}? {Allow 0-120}*
H4HR7G	About how old is {INITIALS}? {Allow 0-120}*
H4HR8G	What is {INITIAL'S} relationship to you?*
H4HR9G	Which description best fits {INITIAL}'s relationship to you?*
H4HR5H	Is {INITIALS} male or female?*
H4HR6H	How old is {INITIALS}? {Allow 0-120}*
H4HR7H	About how old is {INITIALS}? {Allow 0-120}*
H4HR8H	What is {INITIAL'S} relationship to you?*
H4HR9H	Which description best fits {INITIAL}'s relationship to you?*
H4HR5I	Is {INITIALS} male or female?*
H4HR6I	How old is {INITIALS}? {Allow 0-120}*
H4HR7I	About how old is {INITIALS}? {Allow 0-120}*
H4HR8I	What is {INITIAL'S} relationship to you?*
H4HR9I	Which description best fits {INITIAL}'s relationship to you?*
H4HR5J	Is {INITIALS} male or female?*
H4HR6J	How old is {INITIALS}? {Allow 0-120}*
H4HR7J	About how old is {INITIALS}? {Allow 0-120}*
H4HR8J	What is {INITIAL'S} relationship to you?*
H4HR9J	Which description best fits {INITIAL}'s relationship to you?*
H4HR5K	Is {INITIALS} male or female?*
H4HR6K	How old is {INITIALS}? {Allow 0-120}*
H4HR7K	About how old is {INITIALS}? {Allow 0-120}*
H4HR8K	What is {INITIAL'S} relationship to you?*
H4HR9K	Which description best fits {INITIAL}'s relationship to you?*
H4HR5L	Is {INITIALS} male or female?*
H4HR6L	How old is {INITIALS}? {Allow 0-120}*
H4HR7L	About how old is {INITIALS}? {Allow 0-120}*
H4HR8L	What is {INITIAL'S} relationship to you?*
H4HR9L	Which description best fits {INITIAL}'s relationship to you?*
H4HR5M	Is {INITIALS} male or female?*
H4HR6M	How old is {INITIALS}? {Allow 0-120}*
H4HR7M	About how old is {INITIALS}? {Allow 0-120}*
H4HR8M	What is {INITIAL'S} relationship to you?*
H4HR9M	Which description best fits {INITIAL}'s relationship to you?*
H4HR5N	Is {INITIALS} male or female?*
H4HR6N	How old is {INITIALS}? {Allow 0-120}*
H4HR7N	About how old is {INITIALS}? {Allow 0-120}*
H4HR8N	What is {INITIAL'S} relationship to you?*
H4HR9N	Which description best fits {INITIAL}'s relationship to you?*
H4HR5O	Is {INITIALS} male or female?*
H4HR6O	How old is {INITIALS}? {Allow 0-120}*
H4HR7O	About how old is {INITIALS}? {Allow 0-120}*
H4HR8O	What is {INITIAL'S} relationship to you?*
H4HR9O	Which description best fits {INITIAL}'s relationship to you?*
H4HR5P	Is {INITIALS} male or female?*
H4HR6P	How old is {INITIALS}? {Allow 0-120}*
H4HR7P	About how old is {INITIALS}? {Allow 0-120}*
H4HR8P	What is {INITIAL'S} relationship to you?*
H4HR9P	Which description best fits {INITIAL}'s relationship to you?*
H4HR10	Have you continuously lived in {CURRENT STATE} since {LAST INTERVIEW: 1995/1996/2001/2002}?
H4HR11YA	In what year did you move to {STATE}?
H4HR11YB	In what year did you move to {STATE}?
H4HR11YC	In what year did you move to {STATE}?
H4HR11YD	In what year did you move to {STATE}?
H4HR11YE	In what year did you move to {STATE}?
H4HR11YF	In what year did you move to {STATE}?
H4HR11YG	In what year did you move to {STATE}?
H4HR11YH	In what year did you move to {STATE}?
H4HR11YI	In what year did you move to {STATE}?
H4HR11YJ	In what year did you move to {STATE}?
H4HR11YK	In what year did you move to {STATE}?
H4HR11YL	In what year did you move to {STATE}?
H4HR11YM	In what year did you move to {STATE}?
H4HR11YN	In what year did you move to {STATE}?
H4HR11YO	In what year did you move to {STATE}?
H4ED1	What is your high school graduation status?
H4ED2	What is the highest level of education that you have achieved to date?
H4ED3A	What is the most recent degree you have received?
H4ED3B	What is the second most recent degree you have received?
H4ED3C	What is the third most recent degree you have received?
H4ED3D	What is the fourth most recent degree you have received?
H4ED3E	What is the fifth most recent degree you have received?
H4ED3F	What is the sixth most recent degree you have received?
H4ED3G	What is the seventh most recent degree you have received?
H4ED3H	What is the eighth most recent degree you have received?
H4ED4A	In what year did you receive your most recent degree/certificate?
H4ED4B	In what year did you receive your next most recent degree/certificate?
H4ED4C	In what year did you receive your next most recent degree/certificate?
H4ED4D	In what year did you receive your next most recent degree/certificate?
H4ED4E	In what year did you receive your next most recent degree/certificate?
H4ED4F	In what year did you receive your next most recent degree/certificate?
H4ED4G	In what year did you receive your next most recent degree/certificate?
H4ED4H	In what year did you receive your next most recent degree/certificate?
H4ED5A	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5B	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5C	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5D	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5E	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5F	Have you received any other degrees or certificates from a
H4ED5G	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED5H	Have you received any other degrees or certificates from a college, university, or vocational/technical school?
H4ED6	Are you currently attending a college, university, or vocational/technical school where you take courses for academic credit? If you are enrolled but on school break or vaction, count this as attending.
H4ED7	In the past 12 months, have any relatives, including your parents or in-laws, helped you out by paying some of your educational expenses, such as tuition and books?
H4ED8	Which of the following best describes your desired level of education? Please listen to all options before responding.
H4ED9	What is the highest level of education you ever expect to complete?
H4MI1	Have you ever been in the military?
H4MI2	Was your military service in the US, outside the US, or both?
H4MI3	Are you currently serving in the military?
H4MI4A	Army
H4MI4B	Air Force
H4MI4C	Marine Corps
H4MI4D	Navy
H4MI4E	Coast Guard
H4MI5	In which branch are you currently serving?
H4MI6A	active duty
H4MI6B	reserves
H4MI6C	National Guard
H4MI7	In which component are you currently serving?
H4MI8Y	In what year did your first military service begin? [Year]*
H4MI9Y	In what year did your most recent military service end? [Year]*
H4MI10	What is the highest military rank you have achieved?
H4MI11Y	What is the total amount of time you (have) served on active duty? [Years]*
H4MI11M	What is the total amount of time you (have) served on active duty? [Months]*
H4MI12Y	What is the total amount of time you (have) served in a combat zone? [Years]*
H4MI12M	What is the total amount of time you (have) served in a combat zone? [Months]*
H4MI13	During your combat deployment, how many times did you engage the enemy in a firefight?
H4MI14	During your combat deployment, did you ever kill or think you killed someone?
H4MI15	During your combat deployment, were you wounded or injured?
H4MI16A	Yes, coalition or ally
